,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
2712,vivo Z1 Lite,1,"2018, November",-,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~84.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",Octa-core 2.2 GHz Cortex-A53,"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/2.0, PDAF
2 MP, depth sensor",16 MP,"5.0, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 170 EUR
2713,vivo Y93,1,"2018, November",163.5 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~82.4% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",Octa-core (2x1.95 GHz Cortex-A53 & 6x1.45 GHz Cortex A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.2, PDAF
2 MP, f/2.4, depth sensor","8 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 4030 mAh battery,About 200 EUR
2714,vivo Y91,1,"2018, November",163.5 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Octa-core (2x1.95 GHz Cortex-A53 & 6x1.45 GHz Cortex A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, PDAF
2 MP, f/2.4, depth sensor","8 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Po 4030 mAh battery,About 200 EUR
2715,vivo Y81i,1,"2018, October",143 g (5.04 oz),"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~83.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Quad-core 2.0 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, PDAF","5 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Po 3260 mAh battery,About 130 EUR
2716,vivo Z3,1,"2018, October",164 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)Octa-core (2x2.2 GHz 360 Gold & 6x2.2 GHz Kryo 360 Silver),"64/128 GB, 6 GB RAM (SDM710) or 64 GB, 4 GB RAM (SDM670)","64/128 GB, 6 GB RAM (SDM710) or 64 GB, 4 GB RAM (SDM670)","16 MP, f/2.0, PDAF
2 MP, f/2.4, depth sensor",12 MP,"4.2, A2DP, EDR, LE, aptX",Non-removable Li-Po 3315 mAh battery,About 250 EUR
2717,vivo Z3i,1,"2018, October",164 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","16 MP, f/2.0, PDAF
2 MP, f/2.4, depth sensor",24 MP,"4.2, A2DP, EDR, LE, aptX",Non-removable Li-Po 3315 mAh battery,About 350 EUR
2718,vivo Y71i,1,"2018, October",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, f/2.2, AF","5 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3360 mAh battery,About 120 EUR
2719,vivo V11i,1,"2018, September",164 g (5.78 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"128 GB, 4 GB RAM or 64 GB, 6 GB RAM (India)","128 GB, 4 GB RAM or 64 GB, 6 GB RAM (India)","16 MP, f/2.0, PDAF
5 MP, f/2.4, depth sensor","25 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9m","4.2, A2DP, LE, EDR",Non-removable Li-Po 3315 mAh battery,About 280 EUR
2720,vivo Y97,1,"2018, September",162 g (5.71 oz),"S-IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"128 GB, 4 GB RAM","128 GB, 4 GB RAM","16 MP, f/2.0, PDAF
2 MP, f/2.4, depth sensor","16 MP, f/2.0","5.0, A2DP, LE, EDR",Non-removable Li-Po 3315 mAh battery,About 250 EUR
2721,vivo X23,1,"2018, September",-,"Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm2 (~86.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Octa-core (4x2.0 GHz Kryo 360 & 4x1.8 GHz Kryo 360),"128 GB, 8 GB RAM","128 GB, 8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, dual pixel PDAF
13 MP, f/2.4",12 MP,"5.0, A2DP, EDR, LE, aptX",Non-removable Li-Ion 3400 mAh battery,About 500 EUR
2722,vivo V11 (V11 Pro),1,"2018, September",156 g (5.50 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm2 (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.8"", dual pixel PDAF
5 MP, f/2.4, depth sensor","25 MP, f/2.0, 1/2.8"", 0.9m","5.0, A2DP, LE, EDR",Non-removable Li-Po 3400 mAh battery,About 350 EUR
2723,vivo Y83 Pro,1,"2018, September",152 g (5.36 oz),"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.2, PDAF
2 MP, f/2.4, depth sensor","8 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 200 EUR
2724,vivo V9 6GB,1,"2018, June",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~85.3% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64 GB, 6 GB RAM","64 GB, 6 GB RAM","13 MP, f/2.2, PDAF
2 MP, depth sensor","12 MP, f/2.0, 1.28m","4.2, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 300 EUR
2725,vivo Z1i,1,"2018, July",149.3 g (5.26 oz),"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",Octa-core 1.8 GHz Kryo 260,"128 GB, 4 GB RAM","128 GB, 4 GB RAM","13 MP, PDAF
2 MP, depth sensor",16 MP,Yes,Non-removable Li-Ion 3260 mAh battery,About 250 EUR
2726,vivo NEX S,1,"2018, June",199 g (7.02 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.59 inches, 107.3 cm2 (~86.0% screen-to-body ratio)",1080 x 2316 pixels (~388 ppi density),Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128/256 GB, 8 GB RAM","128/256 GB, 8 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
5 MP, f/2.4, depth sensor","Motorized pop-up 8 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 700 EUR
2727,vivo NEX A,1,"2018, June",199 g (7.02 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.59 inches, 107.3 cm2 (~86.0% screen-to-body ratio)",1080 x 2316 pixels (~388 ppi density),Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, 4-axis OIS, dual pixel PDAF
5 MP, f/2.4, depth sensor","Motorized pop-up 8 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 600 EUR
2728,vivo Z1,1,"2018, May",149.3 g (5.26 oz),"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, PDAF
2 MP, depth sensor","24 MP, f/2.0",Yes,Non-removable Li-Ion 3260 mAh battery,About 300 EUR
2729,vivo Y83,1,"2018, May",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM (China), 32 GB, 4 GB RAM (India)","64 GB, 4 GB RAM (China), 32 GB, 4 GB RAM (India)","13 MP, f/2.2, PDAF","8 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 250 EUR
2730,vivo Y81,1,"2018, June",146.5 g (5.15 oz),"IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~83.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",Octa-core 2.0 GHz Cortex-A53,"32 GB, 3/4 GB RAM","32 GB, 3/4 GB RAM","13 MP, f/2.2, PDAF","5 MP, f/2.2","5.0, A2DP, LE",Non-removable Li-Po 3260 mAh battery,About 180 EUR
2731,vivo X21i,1,"2018, May",159 g (5.61 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.4 cm2 (~85.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~402 ppi density)",Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"128 GB, 4 GB RAM or 64 GB, 6 GB RAM","128 GB, 4 GB RAM or 64 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, depth sensor",24 MP,"5.0, A2DP, LE",Non-removable Li-Ion 3425 mAh battery,About 430 EUR
2732,vivo Y53i,1,"2018, April",137 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF, f/2.0","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 2500 mAh battery,About 8000 INR
2733,vivo Y71,1,"2018, April",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16/32 GB, 3 GB RAM","16/32 GB, 3 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3360 mAh battery,About 140 EUR
2734,vivo V9 Youth,1,"2018, April",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~85.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core 1.8 GHz Cortex-A53,"32 GB, 4 GB RAM32/64 GB, 4 GB RAM - China only","32 GB, 4 GB RAM32/64 GB, 4 GB RAM - China only","16 MP, PDAF
2 MP, depth sensor
or
13 MP, PDAF
2 MP, depth sensor (China only)","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 260 EUR
2735,vivo V9,1,"2018, March",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~85.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, f/2.0, PDAF
5 MP, depth sensor","24 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 300 EUR
2736,vivo X21 UD,1,"2018, March",156.2 g (5.50 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.4 cm2 (~85.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~402 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"128 GB, 6 GB RAM","128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.4, depth sensor","12 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3200 mAh battery,About 550 EUR
2737,vivo X21,1,"2018, March",156.2 g (5.50 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.4 cm2 (~85.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~402 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.4, depth sensor","12 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3200 mAh battery,About 450 EUR
2738,vivo V7,1,"2017, November",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~77.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 1.8 GHz Cortex-A53,"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/2.0, 1/3"", 1.0m, PDAF","24 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
2739,vivo X20 Plus,1,"2017, September",181.5 g (6.42 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.43 inches, 106.7 cm2 (~80.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~376 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/1.8, AF
5 MP, depth sensor","12 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3900 mAh battery,About 450 EUR
2740,vivo X20 Plus UD,1,"2018, January",181.5 g (6.42 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.43 inches, 106.7 cm2 (~85.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~376 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"128 GB, 4 GB RAM","128 GB, 4 GB RAM","12 MP, f/1.8, AF
5 MP, depth sensor","12 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3900 mAh battery,About 550 EUR
2741,vivo X20,1,"2017, September",159 g (5.61 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm2 (~79.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/1.8, AF
5 MP, depth sensor","12 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3250 mAh battery,About 390 EUR
2742,vivo V7+,1,"2017, September",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~78.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)",Octa-core 1.8 GHz Cortex-A53,"64 GB, 4 GB RAM or 32 GB, 4 GB RAM (Vivo Z10)","64 GB, 4 GB RAM or 32 GB, 4 GB RAM (Vivo Z10)","16 MP, f/2.0, 1/3"", 1.0m, PDAF","24 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3225 mAh battery,About 360 EUR
2743,vivo Y65,1,"2017, October",157 g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM","13 MP, AF, f/2.2","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 170 EUR
2744,vivo Y69,1,"2017, August",162.8 g (5.75 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF, f/2.2","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
2745,vivo Y53,1,"2017, March",137 g (4.83 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF, f/2.0","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 2500 mAh battery,About 9000 INR
2746,vivo X9s Plus,1,"2017, July",183.2 g (6.46 oz),"AMOLED capacitive touchscreen, 16M colors","5.85 inches, 94.3 cm2 (~73.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~377 ppi density)",Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, 1/2.8"", PDAF","20 MP
5 MP, depth sensor","4.2, A2DP, LE",Non-removable Li-Ion 4015 mAh battery,About 390 EUR
2747,vivo X9s,1,"2017, July",154 g (5.43 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~73.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex A53),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, 1/2.8"", PDAF","20 MP
5 MP, depth sensor","4.2, A2DP, LE",Non-removable Li-Ion 3320 mAh battery,About 350 EUR
2779,Vodafone Smart E9,1,"2018, December",134 g (4.73 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~215 ppi density)",Quad-core 1.5 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2000 mAh battery,About 70 EUR
2780,Vodafone Smart X9,1,"2018, December",153 g (5.40 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 82.7 cm2 (~78.2% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)",Octa-core 1.8 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, AF
5 MP, depth sensor",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3100 mAh battery,About 110 EUR
2781,Vodafone Smart N9,1,"2018, June",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",8 MP,"4.0, A2DP",Non-removable Li-Ion 2900 mAh battery,About 120 EUR
2782,Vodafone Smart N9 lite,1,"2018, June",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~201 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Li-Ion 2460 mAh battery,About 100 EUR
2783,Vodafone Smart Tab N8,1,"2017, June",465 g (1.03 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~73.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Quad-core 1.1 GHz Cortex-A7,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","5 MP, AF",2 MP,"4.0, A2DP, LE",Non-removable Li-Ion 4600 mAh battery,About 180 EUR
2784,Vodafone Smart E8,1,"2017, June",169 g (5.96 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Removable Li-Ion 2200 mAh battery,About 80 EUR
2785,Vodafone Smart V8,1,"2017, June",166 g (5.86 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, AF",8 MP,"4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 230 EUR
2786,Vodafone Smart N8,1,"2017, June",151 g (5.33 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","13 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Ion 2400 mAh battery,About 100 EUR
2787,Vodafone Tab Prime 7,1,"2016, August",439 g (15.49 oz),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~73.2% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Octa-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",5 MP,2 MP,"4.2, A2DP, LE",Non-removable Li-Po 5830 mAh battery,About 190 EUR
2788,Vodafone Smart Turbo 7,1,"2016, August",167.9 g (5.93 oz),"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.0 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Non-removable Li-Ion 2000 mAh battery,About 60 EUR
2789,Vodafone Smart Platinum 7,1,"2016, June",155 g (5.47 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, f/2.0, 1/2.6"", 1.12m, PDAF",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 380 EUR
2790,Vodafone Smart ultra 7,1,"2016, June",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.1, A2DP",Non-removable Li-Ion 2960 mAh battery,About 160 EUR
2791,Vodafone Smart prime 7,1,"2016, May",128 g (4.52 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 69.4 cm2 (~66.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Ion 2540 mAh battery,About 100 EUR
2792,Vodafone Smart first 7,0,"2016, May",110 g (3.88 oz),TFT TN capacitive touchscreen,"3.5 inches, 36.5 cm2 (~50.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Quad-core 1.3 GHz Cortex-A7,"4 GB, 512 MB RAM","4 GB, 512 MB RAM",2 MP,No,"2.1, A2DP",Removable Li-Ion 1400 mAh battery,About 30 EUR
2793,Vodafone Smart speed 6,1,"2015, September",146 g (5.15 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.0 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Non-removable Li-Ion 1780 mAh battery,About 70 EUR
2794,Vodafone Smart ultra 6,1,"2015, June",159 g (5.61 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.1 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 170 EUR
2795,Vodafone Tab Prime 6,1,"2015, May",406 g (14.32 oz),"IPS LCD capacitive touchscreen, 16M colors","9.6 inches, 267.2 cm2 (~75.0% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~157 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM",5 MP,2 MP,"4.1, A2DP, LE",Non-removable 4600 mAh battery,About 210 EUR
2796,Vodafone Smart prime 6,1,"2015, May",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.2 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","8 MP, AF",2 MP,"4.0, A2DP",Non-removable Li-Po 2500 mAh battery,About 110 EUR
